Retail Branding,Marketing Name,Device,Model
Google,Intel Braswell Chromebook,relm_cheets,Intel Braswell Chromebook
Google,Intel Braswell Chromebook,wizpig_cheets,Intel Braswell Chromebook
Google,Intel Comet Lake U Chromebook,hatch_cheets,hatch
Google,Intel Gemini Lake Chromebook,octopus_cheets,octopus
Google,Intel Jasper Lake Chromebook,dedede_cheets,dedede
Google,Intel Jasper Lake Chromebook,keeby_cheets,keeby
Google,Intel Kaby Lake U Chromebook,nami_cheets,nami
Google,Intel Tiger Lake Chromebook,volteer_cheets,volteer
Google,Mediatek MT8173 Chromebook,jacuzzi_cheets,jacuzzi
Google,Mediatek MT8183 Tablet,kukui_cheets,kukui
Google,Mediatek MT8192 Chromebook,asurada_cheets,asurada
Google,Mediatek MTK8173 Chromebook,hana_cheets,Lenovo N23 Yoga/Flex 11 Chromebook
Google,Mediatek MTK8173 Chromebook,hana_cheets,Mediatek MT8173 Chromebook
Google,Mediatek MTK8173 Chromebook,hana_cheets,Mediatek MTK8173 Chromebook
Google,Pixel,sailfish,Pixel
Google,Pixel 2,walleye,Pixel 2
Google,Pixel 2 XL,taimen,Pixel 2 XL
Google,Pixel 3,blueline,Pixel 3
Google,Pixel 3 XL,crosshatch,Pixel 3 XL
Google,Pixel 3a,sargo,Pixel 3a
Google,Pixel 3a XL,bonito,Pixel 3a XL
Google,Pixel 4,flame,Pixel 4
Google,Pixel 4 XL,coral,Pixel 4 XL
Google,Pixel 4a,sunfish,Pixel 4a
Google,Pixel 4a (5G),bramble,Pixel 4a (5G)
Google,Pixel 5,redfin,Pixel 5
Google,Pixel 5a 5G,barbet,Pixel 5a
Google,Pixel 6,oriole,Pixel 6
Google,Pixel 6 Pro,raven,Pixel 6 Pro
Google,Pixel 6a,bluejay,Pixel 6a
Google,Pixel 7,panther,Pixel 7
Google,Pixel 7 Pro,cheetah,Pixel 7 Pro
Google,Pixel C,dragon,Pixel C
Google,Pixel Slate,nocturne_cheets,Google Pixel Slate
Google,Pixel Slate,nocturne_cheets,Pixel Slate
Google,Pixel Slate,nocturne_cheets,nocturne
Google,Pixel Watch,r11,Google Pixel Watch
Google,Pixel Watch,r11btwifi,Google Pixel Watch
Google,Pixel XL,marlin,Pixel XL
Google,Pixelbook,atlas_cheets,Google Pixelbook Go
Google,Pixelbook,atlas_cheets,atlas
Google,Pixelbook,eve_cheets,Google Pixelbook
Google,Project Tango Tablet Development Kit,yellowstone,Project Tango Tablet Development Kit
Google,Project Tango Tablet Development Kit,yellowstone,Yellowstone
Google,Qualcomm SC7180 Chromebook,trogdor_cheets,trogdor
Google,Qualcomm SC7180 Chromebook,trogdor_cheets,trogdor64
Google,Qualcomm SC7180 Detachable,strongbad_cheets,strongbad
Google,Rockchip RK3288 Chromebook,jerry_cheets,RK3288 Chrome OS Device
Google,Rockchip RK3288 Chromebook,jerry_cheets,Rockchip RK3288 Chromebook
Google,Rockchip RK3288 Chromebook,mighty_cheets,RK3288 Chrome OS Device
Google,Rockchip RK3288 Chromebook,mighty_cheets,Rockchip RK3288 Chromebook
Google,gcar emulator,generic_64bitonly_x86_64,Automotive SDK built for x86_64
Google,gcar emulator,generic_x86,AOSP on x86
Google,gcar emulator,generic_x86,Automotive SDK built for x86
Gplus,F53,GPLUS_F53,GPLUS F53
Gplus,F68+,F68,F68+
Gplus,FW6950,GPLUS_FW6950,GPLUS_FW6950
Gplus,GNE-N001S,GNE-N001S,GNE-N001S
Gplus,GPLUS_A2_Plus,GPLUS_A2_Plus,GPLUS_A2_Plus
Gplus,Gplus,Q10,Q10
Gplus,Gplus,T10,T10
Gplus,LTE960Plus,LTE960Plus,LTE960Plus
Gplus,P10,P10,Gplus P10
Gplus,P10 2022,P10_2022,Gplus P10 2022
Gplus,P10+,P10_Plus,Gplus P10+
Gplus,Q20,Q20,GMC-668M
Gplus,S10,S10,Gplus S10
Gplus,S9701,GPLUS_S9701,GPLUS_S9701
Gplus,X10,X10,Gplus X10
Gplus,X10+,X10_Plus,Gplus X10+
Gplus,Z10,Z10,Gplus Z10
Gradiente,GTB_106,GTB_106,GTB_106
Gradiente,iphone C600,GBC_bravo,iphone C600
Gradiente,iphone C600,bravo,iphone C600
Greatwall,100011886,tablet,100011886
Greatwall,100011886_GTW,tablet,100011886_GTW
Greatwall,K701,K701,K701
Greatwall,T709GW,T709GW,Great Wall T709
Greatwall,W710,W710,W710
Green House,4K Smart TV,pioneer,4K SA Smart TV
Green House,GREEN HOUSE TV,SW6H,GREEN HOUSE TV
Greentel,A10_premium,A10_premium,A10_premium
Greentel,A8,A8,A8
Greentel,A9,A9,A9
Greentel,Greentel-A10,Greentel-A10,A10
Greentel,V2,V2,V2
Greentel,X MAX,X_MAX,X MAX
Greentel,X1 Light,X1_Light,X1_Light
Greentel,X1_Light,X1_Light,X1 Light
Greentel,X1_Light_Lte,X1_Light_Lte,X1_Light_Lte
Greentel,X2,X2,X2
Greentel,X2 Premium,X2_Premium,X2 Premium
Greentel,Xmini,P4072,Xmini
Greentel,Xmini,Xmini,Xmini
Greentel,Xmini4G,Xmini4G,Xmini4G
Grolier,GSR,GSR,GSR
Grolier,GSR2,GSR2,GSR2
Grundig,GTB1030,TA10CA2,TA10CA2
Grundig,GTB1050,GTB1050,GTB 1050
Grundig,GTB850,GTB850,GTB 850
Grundig,Grundig Android TV,kunyang,Grundig Android TV
Grundig,Grundig Android TV,shinagawa,Grundig Android TV
Grundig,Grundig Android TV,sinchon,Grundig Android TV
Grundig,Grundig Google TV,wanchai,Grundig Google TV
Grundig,Grundig UHD Android TV,kunyang,Grundig Android UHD TV
Grundig,TC69CA2,GTB801,GTB 801
Grunhelm,GT9HD32,ikebukuro,AI PONT
Grunhelm,GT9UHD,samseong,AI PONT
Grunhelm,Smart TV,longshan,AI PONT
Grunhelm,Smart TV,redwood,AI PONT
Grunkel,EU、UK、AP,martin,Grunkel 2K Android TV
Grunkel,Spain,tamachi,GRUNKEL FHD Android TV
Grunkel,Spain,yeongdeungpo,GRUNKEL UHD Android TV
Gryphon,Veil,granite,Veil
Gtel,A7100 X3,A7100_X3,A7100_X3
Gtel,A7101_X3_mini,A7101_X3_mini,A7101_X3_mini
Gtel,A713_Vivo_Pro,A713_Vivo_Pro,A713_Vivo_Pro
Gtel,A714 Vivo Play,A714_Vivo_Play,A714_Vivo_Play
Gtel,A7155_X4_mini,A7155_X4_mini,A7155_X4_mini
Gtel,A715_Inspire_One,A715_Inspire_One,A715_Inspire_One
Gtel,A716 Inspire Life,A716_Inspire_Life,A716_Inspire_Life
Gtel,A726 Infinity Lite,A726_Infinity_Lite,A726_Infinity_Lite
Gtel,A727_Infinity_Pro,A727_Infinity_Pro,A727_Infinity_Pro
Gtel,A728_XP2,A728_XP2,A728_XP2
Gtel,A737_XploraZ,A737_XploraZ,A737_XploraZ
Gtel,A770_SL8_Pro,A770_SL8_Pro,A770_SL8_Pro
Gtel,A770_XL7,A770_XL7,A770_XL7
Gtel,Gtel Infinity 8s,Gtel_Infinity_8s,Gtel Infinity 8s
Gtel,Gtel Mx5,Gtel_Mx5,Gtel Mx5
Gtel,Gtel X6mini,Gtel_X6mini,Gtel X6mini
Gtel,Gtel X6plus,Gtel_X6plus,Gtel X6plus
Gtel,Gtel X6pro,Gtel_X6pro,Gtel X6pro
Gtel,Gtel X6s,Gtel_X6s,Gtel X6s
Gtel,Gtel X7plus,Gtel_X7plus,Gtel X7plus
Gtel,Gtel X7pro,Gtel_X7pro,Gtel X7pro
Gtel,Gtel X7s,Gtel_X7s,Gtel X7s
Gtel,Gtel_Infinity_9,Gtel_Infinity_9,Gtel Infinity 9
Gtel,Gtel_Infinity_X,Gtel_Infinity_X,Gtel Infinity X
Gtel,Gtel_Vivo3,Gtel_Vivo3,Gtel_Vivo3
Gtel,Gtel_X5mini,Gtel_X5mini,Gtel_X5mini
Gtel,Gtel_X5s,Gtel_X5s,Gtel_X5s
Gtel,Infinity 7 Plus,Infinity7Plus,Infinity 7 Plus
Gtel,Infinity 7 Pro,Infinity7Pro,Infinity 7 Pro
Gtel,Mx6,Mx6,Mx6
Gtel,X5,Gtel_X5,Gtel X5
Gtel,X5plus,Gtel_X5plus,Gtel X5plus
Guess,Wear,glowlight,GUESS Connect
Guophone,X3,X3,X3
Guophone,XP9800,Guophone_XP9800,XP9800
H133,Betacrux,Betacrux,Betacrux
HAKO,HAKO mini,GMP,HAKO mini
HANET,T432,SmartEdu,T432
HANYEAL,E101GC,E101GC,E101GC
HANYEAL,E108GC4G,E108GC4G,E108GC4G
HAOVM,HP10,HP10,P10
HAOVM,HP10_EEA,HP10_EEA,P10_EEA
HAOVM,HP20,HP20,P20
HAOVM,MediaPad C8,HC8,C8
HAOVM,MediaPadP8,P8,P8
HAOVM,P8,HP8,P8
HAOVM,P9,P9,P9
HAOVM,P9_EEA,P9_EEA,P9_EEA
HAOVM,PS30,PS30,S30
HAOVM,T2000,T2000,T2000
HBESTORE,HL_1068_A133,HL_1068_A133,HL_1068_A133
HDC S.A.,H10_ONE,H10_ONE,H10_ONE
HDC S.A.,H7_ONE,H7_ONE,H7_ONE
HDC S.A.,HDC,TK718,TK718
HDC S.A.,T10_232,T10_232,T10_232
HDC S.A.,T700B,T700B,T700B
HDD SAT,Tab_i_excess,Tab_i_excess,Tab_i_excess
HEADWOLF,Fpad2,Fpad2,Fpad2
HEADWOLF,H3,Hpad3,H3
HEADWOLF,HPAD1A,HPAD1A,H1A
HEADWOLF,Hpad1,Hpad1,Hpad1
HEADWOLF,Hpad2,Hpad2,H2
HEADWOLF,Wpad1,Wpad1,W1
HEADWOLF,Wpad2,Wpad2,W2
HEALTHJAY,JayPad_2_0,JayPad_2_0,JayPad_2_0
HEATZ,HZ9950,HZ9950,HZ9950
HEATZ,Z9950,Z9950,Z9950
HELIX_INC,C-TABLET,C-TABLET,C-TABLET
HIMADE,HIMADE,shilin,HIMADE4KAndroidTV
HIMADE,UHD Android TV,sindorim,AI PONT
HKC,A79 Tablet,EM62,A79
HKC Elec,4K Smart TV,gangbyeon,HKC 4K AI Smart TV
HKC Elec,4K Smart TV,gangbyeon,TATUNG 4K AI Smart TV
HKC Elec,4K Smart TV,pioneer,4K PA Smart TV
HKC Elec,4K Smart TV,pioneer,4K SA Smart TV
HKC Elec,4K Smart TV,pioneer,HKC 4K SA Smart TV
HKC Elec,Smart Monitor,mateo,2K Smart Monitor
HKC Elec,Smart TV,mateo,2K PA Smart TV
HKC Elec,Smart TV,mateo,2K US Smart TV
HKC Elec,Smart TV,mateo,HKC 2K SA Smart TV
HKT,eye3,UY3-PCW,eye3
HMR NETWORKS,HMR NETWORKS (PTY) LTD,HMR5012,HMR5012
HOLO,USA,VE1983,VE1983
HOLO,VE0319,VE0319,VE0319
HOMII,HOMII M6,M6,M6
HOMII,XBOOK,XBOOK,XBOOK
HOMII,XBOOK_PRO,XBOOK_PRO,XBOOK_PRO
HOMII,Xbook_Plus,Xbook_Plus,Xbook_Plus
HOMII,Xbookkids,Xbookkids,Xbookkids
HOMTOM,C13,C13,C13
HOMTOM,C2,C2,C2
HOMTOM,C8,C8,C8
HOMTOM,C9,C9,C9
HOMTOM,H1,H1,H1
HOMTOM,H3,H3,H3
HOMTOM,H5,H5,H5
HOMTOM,HT16S,HT16S,HT16S
HOMTOM,HT70,HT70,HT70
HOMTOM,HT80,HT80,HT80
HOMTOM,P30 pro,P30_Pro,P30 Pro
HOMTOM,S16,S16,S16
HOMTOM,S17,S17,S17
HOMTOM,S7,S7,S7
HOMTOM,S8,S8,S8
HOMTOM,S9 Plus,S9_Plus,S9_Plus
HOMTOM,S99,S99,S99
HOMTOM,S99i,S99i,S99i
HOMTOM,Z8,Z8,Z8
HOMTOM,c1,C1,C1
HORIZON,EU,tamachi,HORIZON Android TV
HORIZON,EU,yeongdeungpo,HORIZON Android TV
HOT (il),HOT ONE,VSB3918_ALT_ME,HOT ONE
HOT (il),HOT Streamer,DV8555-KIH,HOT Streamer
HOTWIRE,Fision TV Plus,uiw4054hwc,Fision TV Plus
HP,10,spruce,HP 10
HP,10 Plus,torsa,HP 10 Plus
HP,7 G2,redwood,HP 7 G2
HP,7 Plus,Ilex,HP 7 Plus
HP,7 Plus G2,deschutes,HP 7 Plus G2
HP,7 Tablet,Mesquite,HP 7
HP,7 Voice Tab,klondike,HP 7 VoiceTab
HP,7 VoiceTab,yukon,HP 7 VoiceTab
HP,7.1,Holly,HP 7.1
HP,8,Fir,HP 8
HP,8 G2,maple,HP 8 G2
HP,Bonsai 10 HD,bonsai10,HP Slate 10 HD
HP,Chromebook x2,soraka_cheets,HP Chromebook x2
HP,Chromebook x2,soraka_cheets,soraka
HP,Chromebook x360 11 G1 EE,snappy_cheets,HP Chromebook x360 11 G1 EE
HP,HP BRIDGE,Pioneer,HP BRIDGE
HP,HP Chromebook 11 G5 / 11-vxxx,setzer_cheets,HP Chromebook 11 G5
HP,HP Chromebook 11 G5 / 11-vxxx,setzer_cheets,HP Chromebook 11 G5 / HP Chromebook 11-vxxx
HP,HP Chromebook 13 G1,chell_cheets,HP Chromebook 13 G1
HP,HP Engage Go 10 Mobile System,piper_gw,HP Engage Go 10 Mobile System
HP,HP Engage One Essential All-in-One System,napa_gw,HP Engage One Essential All-in-One System
HP,HP Engage One Pro AIO System,anderson_gw,HP Engage One Pro AIO System
HP,HP Engage One Pro AIO System,anderson_gw_i3,HP Engage One Pro AIO System
HP,HP Engage One Pro AIO System,anderson_gw_i5,HP Engage One Pro AIO System
HP,Pro 8 Tablet with Voice,neetu,HP Pro 8 Tablet with Voice
HP,Pro Slate 10 EE G1,bulldog,HP Pro Slate 10 EE G1
HP,Pro Slate 10 EE G1,hound,HP Pro Slate 10 EE G1
HP,Pro Slate 10 EE G1,poodle,HP Pro Slate 10 EE G1
HP,Pro Slate 10 EE G1,terrier,HP Pro Slate 10 EE G1
HP,Pro Slate 12,dane,HP Pro Slate 12
HP,Pro Slate 8,malamute,HP Pro Slate 8
HP,Slate 10 HD,bonsai10,HP Slate 10 HD
HP,Slate 10 Plus,linkplus,HP Slate 10 Plus
HP,Slate 17,franky,HP Slate 17
HP,Slate 21 Pro,ranger,Slate 21 Pro
HP,Slate 6 Voice Tab,pomegranate,HP Slate 6 Voice Tab
HP,Slate 6 Voice Tab II,avocado,HP Slate 6 Voice Tab II
HP,Slate 6 VoiceTab Plus,mekong,HP Slate 6 VoiceTab Plus
HP,Slate 7,pine,HP Slate 7
HP,Slate 7 Beats Special Edition,fairfax,HP Slate 7 Beats Special Edition
HP,Slate 7 Beats Special Edition,fairfax,HP Slate7 Beats Special Edition
HP,Slate 7 Extreme,olive,HP Slate7 Extreme
HP,Slate 7 HD,bonsai10,HP Slate 10 HD
HP,Slate 7 HD,bonsai7,HP Slate 7 HD
HP,Slate 7 Voice Tab,almond,HP Slate 7 Voice Tab
HP,Slate 7 VoiceTab Ultra,charm,HP Slate 7 VoiceTab Ultra
HP,Slate 8 Plus,vogue,HP Slate 8 Plus
HP,Slate 8 Pro,dogwood,HP Slate 8 Pro
HP,Slate21,phobos,Slate 21
HP,Slate7 Plus,birch,HP Slate 7 Plus
HP,Slate8 Pro,fig,HP Slate 8 Pro
HP,SlateBook 10 x2 PC,3645,HP SlateBook 10 x2 PC
HP,SlateBook 14,200a,HP SlateBook 14 PC
HP,Tablet 10,balsa,HP_10_Tablet
HP,Voice Tab 7,almond,HP Slate 7 Voice Tab
HRSolutions,HRS2000,HRS2000,HRS2000
HTC,,express,HTC Flyer
HTC,,express,PG41200
HTC,,expresskt,HTC_P515E
HTC,,rider,HTC_X515E
HTC,,tagh,HTC Incredible E S715e
HTC,HTC One X9 dual sim,htc_e56ml_dtul,HTC One X9 dual sim
HTC,ADR6325,lexikon,ADR6325
HTC,0P3P5,t6ul,HTC_0P3P5
HTC,0P4E2,zara,HTC_0P4E2
HTC,0P9C8,htc_a5dwgl,HTC 0P9C8
HTC,0P9C8,htc_a5dwgl,HTC Desire 816 dual sim
HTC,0PFJ50,htc_a51tuhl,HTC_0PFJ50
HTC,0PK72,htc_hiaur_ml_tuhl,HTC 0PK72
HTC,0PK72,htc_hiaur_ml_tuhl,HTC One M9PLUS
HTC,10,htc_pmec2tuhl,HTC 10
HTC,10,htc_pmec2tuhl,HTC 10 Lifestyle
HTC,10,htc_pmec2tuhl,HTC 2PS63
HTC,10,htc_pmec2tuhl,HTC M10u
HTC,10,htc_pmeuhl,HTC 10
HTC,10,htc_pmeuhl,HTC 2PS6200
HTC,10,htc_pmeuhl,HTC M10h
HTC,10,htc_pmeuhl,HTC_M10h
HTC,10,htc_pmeuhljapan,HTV32
HTC,10,htc_pmewhl,2PS64
HTC,10,htc_pmewl,HTC 10
HTC,10,htc_pmewl,HTC6545LVW
HTC,10,htc_pmewl,MSM8996 for arm64
HTC,10 evo,htc_acauhl,HTC 10 evo
HTC,10 evo,htc_acauhl,HTC_M10f
HTC,10 evo,htc_acawhl,HTC 10 evo
HTC,5060 dual sim,z4dug,HTC Desire 500 dual sim
HTC,601e,m4,HTC 601e
HTC,606w,cp3dug,HTC 606w
HTC,606w,cp3dug,HTC Desire 600
HTC,606w,cp3dug,HTC Desire 600 dual sim
HTC,606w,cp3dug,HTC PO49120
HTC,608t,cp3dtg,HTC 608t
HTC,609d,cp3dcg,HTC 609d
HTC,6160,zaradug,HTC 6160
HTC,619d,zarawl,HTC 619d
HTC,7060,cp5dug,HTC_7060
HTC,710C,htc_a5chl,710C
HTC,802d,m7cdwg,HTC 802d
HTC,803e,t6ul,HTC 803e
HTC,8060,t6dug,HTC 8060
HTC,8088,t6tl,HTC 8088
HTC,809d,t6dwg,HTC 809d
HTC,8160,t6uhl,HTC 8160
HTC,9060,dlxpul,HTC 901e
HTC,9060,m7,HTC 801e
HTC,9060,m7cdug,HTC 802w
HTC,9088,dlpdtu,HTC 9088
HTC,919d,dlpdwg,HTC 919d
HTC,A510c,marvelc,HTC_A510c
HTC,ADR6330VW,blissc,ADR6330VW
HTC,ADR6425LVW,vigor,ADR6425LVW
HTC,AT&T HTC One X+,evitareul,HTC EVARE_UL
HTC,AT&T HTC One X+,evitareul,HTC One X+
HTC,Amaze_4G,ruby,HTC Amaze 4G
HTC,Amaze_4G,ruby,HTC Ruby
HTC,Amaze_4G,ruby,HTC_Amaze_4G
HTC,Aria,liberty,HTC Aria
HTC,Aria,liberty,HTC Aria A6380
HTC,Aria,liberty,HTC Gratia A6380
HTC,Aria,liberty,HTC Liberty
HTC,Butterfly,dlxu,HTC Butterfly
HTC,Butterfly,dlxu,HTC DLX_U
HTC,Butterfly,dlxu,HTC X920e
HTC,Butterfly,dlxub1,HTC Butterfly
HTC,Butterfly,dlxub1,HTC DLXUB1
HTC,Butterfly 2,htc_b2ul,HTC Butterfly 2
HTC,Butterfly 2,htc_b2ul,HTC_B810x
HTC,Butterfly 3,htc_b3tuhl,HTC_B830x
HTC,Butterfly S,dlxpul,HTC Butterfly s
HTC,Butterfly S,dlxpul,HTC_Butterfly_s_901s
HTC,Butterfly s 9060,dlpdug,HTC 9060
HTC,Chacha,chacha,HTC ChaCha A810b
HTC,Chacha,chacha,HTC ChaCha A810e
HTC,Chacha,chacha,HTC ChaChaCha A810e
HTC,Chacha,chacha,HTC Status
HTC,D10w,htc_a56dj_pro_dtwl,HTC D10w
HTC,D316d,htc_v2_c,HTC D316d
HTC,D610t,htc_a3tl,HTC D610t
HTC,D616t,htc_a32ml_dtul,HTC D626t
HTC,D626q,htc_a32ml_dtul,HTC Desire 626 dual sim
HTC,D626q,htc_a32ml_dtul,HTC_D626q
HTC,D626t,htc_a32ml_dtul,HTC D626t
HTC,D628u,htc_v36bml_uhl,HTC_D628u
HTC,D728w,htc_a50cml_dtul,HTC D728w
HTC,D728w,htc_a50cml_dtul,HTC Desire 728 dual sim
HTC,D728x,htc_a50cml_dtul,HTC_D728x
HTC,D816d,htc_a5dwg,HTC D816d
HTC,D816d,htc_a5dwg,HTC_D816d
HTC,D816e,htc_a5dugl,HTC D816e
HTC,D816h,htc_a5mgp_dug,HTC D816h
HTC,D816t,htc_a5tl,HTC D816t
HTC,D816v,htc_a5dwgl,HTC D816v
HTC,D816w,htc_a5dug,HTC D816w
HTC,D820 Mini,htc_a31dtul,HTC D820mt
HTC,D820f,htc_a51tuhl,HTC_D820f
HTC,D820t,htc_a51dtul,HTC D820t
HTC,D820u,htc_a51dtul,HTC D820u
HTC,D820u,htc_a51dtul,HTC_D820u
HTC,D820ys,htc_a50ml,HTC_D820ts
HTC,D820ys,htc_a50ml,HTC_D820ys
HTC,D820ys,htc_a50ml_dtul,HTC_D820ys
HTC,D826t,htc_a52dtul,HTC D826t
HTC,DROID DNA,dlx,HTC6435LRA
HTC,DROID Incredible 4G LTE,fireball,ADR6410LRA
HTC,DROID Incredible 4G LTE,fireball,ADR6410LVW
HTC,DROID Incredible 4G LTE,fireball,ADR6410OM
HTC,Desire,bravo,HTC Desire
HTC,Desire,bravo,X06HT
HTC,Desire,bravoc,PB99400
HTC,Desire 10 compact,htc_a37dj_dugl,HTC 2PZS1
HTC,Desire 10 compact,htc_a37dj_dugl,HTC Desire 10 compact
HTC,Desire 10 compact,htc_a37dj_dugl,a37dj dugl
HTC,Desire 10 lifestyle,htc_a56djdugl,HTC Desire 10 lifestyle
HTC,Desire 10 lifestyle,htc_a56djuhl,HTC Desire 10 lifestyle
HTC,Desire 10 lifestyle,htc_a56djuhl,HTC_D10u
HTC,Desire 10 lifestyle,htc_a56djul,HTC Desire 10 lifestyle
HTC,Desire 10 pro,htc_a56dj_pro_dtwl,HTC Desire 10 pro
HTC,Desire 10 pro,htc_a56dj_pro_dugl,HTC Desire 10 pro
HTC,Desire 10 pro,htc_a56dj_pro_dugl,HTC_D10i
HTC,Desire 10 pro,htc_a56dj_pro_uhl,HTC 2PYA3
HTC,Desire 10 pro,htc_a56dj_pro_uhl,HTC Desire 10 pro
HTC,Desire 12,htc_breeze_dugl,HTC 2Q5V1
HTC,Desire 12,htc_breeze_dugl,HTC Desire 12
HTC,Desire 12,htc_breeze_ul,HTC 2Q5V200
HTC,Desire 12,htc_breeze_ul,HTC Desire 12 (2Q5V200)
HTC,Desire 12+,htc_brepdugl,HTC 2Q5W1
HTC,Desire 12+,htc_brepdugl,HTC 2Q5W2
HTC,Desire 12+,htc_brepdugl,HTC Desire 12+
HTC,Desire 12+,htc_brepdugl,HTC ZQ5W10000
HTC,Desire 12+,htc_brepuhl,HTC Desire 12+
HTC,Desire 12s,htc_bre2dugl,HTC 2Q721
HTC,Desire 12s,htc_bre2dugl,HTC Desire 12s
HTC,Desire 12s,htc_bre2exdugl,EXODUS 1s
HTC,Desire 12s,htc_bre2exdugl,HTC Desire 12s
HTC,Desire 20 Pro,htc_bymdugl,2Q9J100
HTC,Desire 20 Pro,htc_bymdugl,HTC Desire 20 Pro
HTC,Desire 200,gtou,HTC Desire 200
HTC,Desire 200,gtou,HTC_Desire_200
HTC,Desire 210 dual sim,htc_v0_dug,HTC Desire 210 dual sim
HTC,Desire 300,g3u,HTC 301e
HTC,Desire 300,g3u,HTC Desire 300
HTC,Desire 300,g3u,HTC_0P6A1
HTC,Desire 300,g3u,HTC_Desire_300
HTC,Desire 310,htc_v1_dug,HTC D310w
HTC,Desire 310,htc_v1_dug,HTC Desire 310 dual sim
HTC,Desire 310,htc_v1_u,HTC Desire 310
HTC,Desire 310,htc_v1_u,HTC_D310n
HTC,Desire 310,htc_v1_u,HTC_V1
HTC,Desire 320,htc_v01_u,HTC 0PF11
HTC,Desire 320,htc_v01_u,HTC 0PF120
HTC,Desire 320,htc_v01_u,HTC Desire 320
HTC,Desire 326G dual sim,htc_v01a_dug,HTC 2PNT1
HTC,Desire 326G dual sim,htc_v01a_dug,HTC Desire 326G dual sim
HTC,Desire 500,z4u,HTC Desire 500
HTC,Desire 500,z4u,HTC_Desire_500
HTC,Desire 500 dual sim,z4dug,HTC 5060
HTC,Desire 500 dual sim,z4dug,HTC Desire 500 dual sim
HTC,Desire 501,htc_csnu,HTC Desire 501
HTC,Desire 501,htc_csnu,HTC_603h
HTC,Desire 501 dual sim,csndug,HTC Desire 501 dual sim
HTC,Desire 5088,z4td,HTC 5088
HTC,Desire 510,htc_a11chl,0PCV1
HTC,Desire 510,htc_a11ul,HTC 0PCV20
HTC,Desire 510,htc_a11ul,HTC Desire 510
HTC,Desire 510,htc_a11ul,HTC_0PCV2
HTC,Desire 510,htc_a11ul8x26,HTC Desire 510
HTC,Desire 512,htc_a11aul8x26,HTC Desire 512
HTC,Desire 516,htc_v2_dcg,HTC D516d
HTC,Desire 516,htc_v2_dtg,HTC D516t
HTC,Desire 516,htc_v2_dug,HTC C2
HTC,Desire 516,htc_v2_dug,HTC D516w
HTC,Desire 516,htc_v2_dug,HTC V2
HTC,Desire 516 dual sim,htc_v2_dcg,HTC Desire 516 dual sim
HTC,Desire 516 dual sim,htc_v2_dug,HTC Desire 516 dual sim
HTC,Desire 516 dual sim,htc_v2_dug,HTC V2
HTC,Desire 520,htc_a12ul,HTC 0PGQ1
HTC,Desire 526,htc_a13wl,HTC 0PM31
HTC,Desire 526,htc_a13wl,HTC Desire 526
HTC,Desire 526,htc_a13wl,HTCD100LVW
HTC,Desire 526,htc_a13wlpp,HTCD100LVWPP
HTC,Desire 526G+ dual sim,htc_v02_dug,HTC 0PL41
HTC,Desire 526G+ dual sim,htc_v02_dug,HTC 0PL4100
HTC,Desire 526G+ dual sim,htc_v02_dug,HTC Desire 526G dual sim
HTC,Desire 526G+ dual sim,htc_v02_dug,HTC Desire 526GPLUS dual sim
HTC,Desire 526G+ dual sim,htc_v02_dug,HTC_D526h
HTC,Desire 526GPLUS,htc_v02_u,HTC 0PL41
HTC,Desire 526GPLUS,htc_v02_u,HTC Desire 526G
HTC,Desire 530,htc_a16ul,HTC 2PST1
HTC,Desire 530,htc_a16ul,HTC 2PST2
HTC,Desire 530,htc_a16ul,HTC Desire 530
HTC,Desire 530,htc_a16ul,HTC_D530u
HTC,Desire 530,htc_a16wl,HTC 2PST3
HTC,Desire 530,htc_a16wl,HTC Desire 530
HTC,Desire 530,htc_a16wl,HTCD160LVW
HTC,Desire 530,htc_a16wl,HTCD160LVWPP
HTC,Desire 550/ 555,htc_a15ul,HTC Desire 550
HTC,Desire 550/ 555,htc_a15ul,HTC Desire 555
HTC,Desire 600,cp3dug,HTC Desire 600
HTC,Desire 600 Dual SIM,cp3dug,HTC Desire 600 dual sim
HTC,Desire 600c Dual SIM,cp3dcg,HTC 609d
HTC,Desire 600c Dual SIM,cp3dcg,HTC Desire 600c dual sim
HTC,Desire 601,zara,HTC Desire 601
HTC,Desire 601,zara,HTC_0P4E2
HTC,Desire 601,zaracl,HTC Desire 601
HTC,Desire 601,zaracl,HTC0P4E1
HTC,Desire 601 dual sim,zaradug,HTC Desire 601 dual sim
HTC,Desire 606w,cp3dug,HTC 606w
HTC,Desire 609d,cp3dcg,HTC 609d
HTC,Desire 610,htc_a3qhdul,HTC Desire 610
HTC,Desire 610,htc_a3qhdul,HTC_0P9O2
HTC,Desire 610,htc_a3qhdul,HTC_D610x
HTC,Desire 610,htc_a3ul,HTC Desire 610
HTC,Desire 612,htc_a3qhdcl,HTC 0P9O30
HTC,Desire 612,htc_a3qhdcl,HTC Desire 612
HTC,Desire 616 dual sim,htc_v3_dug,HTC D616w
HTC,Desire 616 dual sim,htc_v3_dug,HTC Desire 616 dual sim
HTC,Desire 616 dual sim,htc_v3_dug,HTC V3
HTC,Desire 620,htc_a31ul,HTC 0PE64
HTC,Desire 620,htc_a31ul,HTC Desire 620
HTC,Desire 620 dual sim,htc_a31dtul,HTC_D620u
HTC,Desire 620G dual sim,htc_a31mg_dug,HTC 0PE65
